NOMBRE_INVENTOR
"Masuda,Akira"
"Bocanegra Rojas,Jose Gertrudi"
"Zertuche Rodriguez,Cesar Emillio"
"Howe,Beth A"
"Chaps Cabrera,Jesus Guadalupe"
"Kumar,Pavan"
"Visairo Cruz,Horacio"
"Maldonado Rodriguez,Rogelio"
"Guerra Trejo,Armando"
"Mendez Tenorio,Alfonso"
"Doktycz,Mitchel J"
"Chandler,Ian Christopher"
"Barraclough,Anthony"
"Golden,Rosemary Antoinette"
"Pizarro,Luis Eduardo Saucedo"
"Sekula,Bernard C"
"Meeuse,Frederik Michiel"
"Aquino,Leonardo"
"Chavez,Munir Fallad"
"Hernandez,Oscar A"
"Tenorio,Aaron"
"Ahmed,Mahiuddin"
"Ramirez,Patricio Gerardo Trevino"
"Elizondo,Rafael Guillermo Ramos"
"Flores,Eduardo Ruiz Esparza"
"Matus,Jose Adalberto Teran"
"Perez,Diana"
"Camacho,Omar Eduardo Montero"
"Sun,Eric"
"Hwang,Cherngye"
"Chen,Pei C"
"Buelna,Genoveva"
"Nenoff,Tina M"
"Kretschmer Schmid,Roberto Rodolfo"
"Mendez,Juana Araceli"
"De La Mora,Marco A"
"Barragan,Efrain"
"Guillen,Alejandro"
"Noble Colin,Maria Alejandra"
"Covarrubias,Noe Santana"
"Abdala,Luis Fernando Talavera"
"Ramirez Aldana,Francisco"
"Eckardt,Werner"
"Steffenhagen,Mark"
"Dieg,Matthew P"
"Smale,Jeffrey J"
"Leatherwood,Kevin"
"Klitzing,Frank W"
"WILSON,JEFFREY N"
"Puthiyaveetil,Sooraj"
"Martinez,Juan M"
"Murguia,Jose  Tomas Ortega"
"Hernandez,Armando Sedano"
"Leyva,Irene Cruz"
"Romero,Elizabeth Quintana"
"Baumeister,Joaquin Fernandez"
"Uribe,Juan A"
"Monroy,Cesar Perez"
"Ruz,Julio Ricardo Yan"
"Colsch,Jason"
"Tipton,James"
"Fleege,Dennis W"
"Rodriguez,Marco Antonio Ramirez"
"Dapic,Ignacio"
"Del Busto Ortega,Enrique Fernandez"
"Bertness,Kevin I"
"Polanco,Hector Isidro Nunez"
"Romine, Jr,Thomas Ray"
"Stokesbary,Jason J"
"Smoot,Mary"
"Singh,Jeanne Marie Saldanha"
"Colin Diaz,Edgar"
"Blackburn,Jonathan"
"Dale,James Langham"
"Peraza Echeverria,Santy"
"Montiel,Gabriel Lopez"
"Acuna Vazquez,Pablo"
"Montalvo Robles,Antonio"
"Flores Flores,Rodolfo"
"Morales Balado,Graciela"
"Diaz De Leon Gomez,Ramon Enrique"
"Kippelen,Bernard"
"Ramos Ortiz,Gabriel"
"Marder,Seth"
"Cha,Myoungsik"
"Barriga,Juan Manuel Avila"
"Colin,Maria Alejandra Noble"
"Vilbrandt,Victoria"
"Vallejo,Alvaro"
"Bonilla Gris,Robi"
"Pena,Gustavo"
"Nambiar,Madhu"
"Burchart,Brian Robert"
"Carballo, Jr,Luis"
"Douma,John D"
"Rodgers,Michael Patrick"
"Trejo,Joaquin Alverde"
"Fonseca,Julian Martinez"
"Serrano,Esteban Arturo Alvarez"
"Sanchez,Hozman Armando Millan"
"Warnky,Carolyn"
"Anderson,Betty Lise"
"Argueta Diaz,Victor"
"Lopez Lagunas,Abelardo"
"Chai,Sek M"
"Neumann Duran,Herman Federico"
"Ceballos Godefroy,Ricardo"
"Laird,Richard C"
"Rubinsky,Boris"
"Gonzalez,Cesar A"
"Lopez Macias,Constantino III Roberto"
"Leclerc,Denis"
"Majeau,Nathalie"
"Sanchez,Horman Armando Millan"
"Enriquez,Miguel A"
"Munoz Moya,Jose Antonio D"
"Alonso Martinez,Frenando"
"Betancourt Rivera,Gerardo"
"Lopez Sansalvador,Rodrigo"
"Resendiz,Norberto Hernandez"
"Wang,Su Chee Simon"
"Gomez Ortigoza,Ariel"
"Trevino Ortiz,Jose Gerardo"
"Brosig Rodriguez,Hector Manuel"
"Trevino Montalvo,Raul"
"Godinez Moreno,Ricardo"
"Suaste Villanueva,Olga Roxana"
"Lopez Vidal,Yolanda"
"Arredondo Hernandez,Luis Jose"
"Robbins,W Dale"
"Vidal,Eduardo"
"Freundt,Karsten"
"Herrera Estrella,Alfredo Heriberto"
"Galdames Gutierrez,Rafael"
"Martinez Hernandez,Jose"
"Gomez Espana Collignon,Carlo"
"Humberto,Orozco Gavaldon"
"Sylvain,Dany"
"Fukubayashi,Makoto"
"Sakaguchi,Shigeyuki"
"Furukawa,Tomofumi"
"Nakahara,Yoichiro"
"Paredes Urzua,Abel Luis"
"Garcia,Ernesto"
"Hernandez,Jose Antonio Rodriguez"
"Vargas,Rafael"
"Cervantes,Sandra Castillo"
"Gottshall,Paul C"
"Santillan Guerrero,Ernesto Nicanor"
"Flores Mangas,Fernando"
"Oliver,Nuria M"
"Jurado,Victor"
"Huizar,Jaime"
"Lopez,Antonio"
"Estrada Guel,Ivanovich"
"Martinez Sanchez,Roberto"
"Barrera Echauri,Arturo"
"Vizcaino Cervantes,Juan Carlos"
"Munoz Huerta,Ruben Arturo"
"Banzo,Juan I"
"Dickerson,Dennis L"
"Gutierrez,Raul"
"Hernandez,Aaron"
"Zangari,Jony M"
"Flores,Javier Roberto"
"Crommen,Jan"
"Bourcier,David Paul"
"Koran,Francois Andre"
"Escobar Valderrama,Gerardo"
"Martinez Montejano,Misael Fransisco"
"Torres Olguin,Raymundo Enrique"
"Valdez Fernandez,Andres Alejandro"
"Farias,Daniel Arturo Delfin"
"Romo,Ruben Alberto Wario"
"de la Guardia,Rafael"
"Alvarez,Maria Berta"
"Patey,Darrin Bentley"
"Cureno,Diego Javier Moreno"
"Orozco,Sergio Octavio Montero"
"Marichi Rodriguez,Francisco Javier"
"Ruiz Diaz,Roberto"
"Polehonki,Ralph John"
"Ordonez,Luis Miguel"
"Bolio Arceo,Hugo"
"Vazquez Favela,Javier"
"Sperisen,Thierry"
"Harper,Mike"
"Hoefken,Carlos A"
"Sanchez Alonso,Axel"
"Clark Donderiz,Hilda Teresa"
"Higgison Clarke,David"
"Lopez Canovas,Lilia"
"Ariosa Acuna,Maria Concepcion"
"Curiel,Gabriel"
"Gallardo Vazquez,Fabian"
"Montes Perez,Ricardo"
"Vazquez Murillo,Jorge Antonio"
"Kyllmann,Alexander Leopold"
"Jauregui Sandoval,Victor Rodrigo"
"Zenteno De Los Santos,Eduardo"
"Campos,Eugenio Jimenez"
"Rangel,Armando"
"Cortina Cordero,Alejandro"
"Sanchez Valente,Jaime"
"Sanchez Cantu,Manuel"
"Rodriguez,Edith"
"Carrillo,Jorge Milan"
"Eckhoff,Steven"
"Caserta,Lorenzo Vito"
"Lopez,Edgardo"
"Salazar,Cuauhtemoc Martinez"
"Desimone,Hernan Juan"
"Cantu Gonzalez,Carlos"
"Iturbide Jimenez,Salvador"
"Mas Oliva,Jaime"
"Alonso Garcia,Ana Lucia"
"Perez,Billy O"
"Ortega,Juan Gaston"
"Gonzalez,Oscar"
"Calienes,George"
"Rosete,Jose A"
"Sanchez,Mauricio Duran"
"Acevedo,Artemio Gonzalez"
"Gonzalez,Gerardo Hernandez"
"Schlesinger,Louis M"
"Pagaza Melero,Gerardo"
"Vidal,Mirabel"
"Moreno Cuevas,Jorge E"
"Guajardo Touche,Elsa M"
"Morales Reyes,Alicia"
"Sosa Ramirez,Gerardo"
"Rosas Cholula,Maria Luisa"
"Ferro De La Cruz,Juan Antonio"
"Sansores,Luis"
"Fritsch,Detlev"
"Vetter,Serge"
"Nunes,Suzana"
"ZOLOTUKHIN,MIKHAIL"
"Ramos,Jesus Leyva"
"Escobar,Gerardo"
"De La Fuente,Gabriel Iturriaga"
"Dzib,Freddy Paulo Chan"
"Balleza,Silvestre Garcia"
"Ceballos,Vicente Arturo Mendoza"
"Dutilly,Roger C"
"Singh,Pavan"
"Chapman,Steven S"
"Sada Trevi{umlaut over (n)}o,Adrian"
"Norman,Charles"
"Komiyama,David"
"Irigoyen,Laura"
"Schneider,Douglas M"
"Carmona,Jesus"
"Hernandez,Norberto"
"Aguilar Cordova,Estuardo"
"Hazen,Gary A"
"Martinez,Ismael"
"Homan,Dean M"
"Villegas,Laurent"
"Nivins,Ronald"
"Diaz,Ramiro Montez"
"Corallo,Cheryl F"
"CLARKSON,Heather"
"Hogan,Robina M C"
"Hand,Larry E"
"Taylor,Wilson E"
"Attwood,Brian E"
"Flores,Luis Estrada"
"Garcia,Arturo Borbolla"
"Gonzalez,Alfonso"
"Martinez,Raul"
"Hernandez,Alfredo"
"Betancourt,Alejandro Mohar"
"Zuniga,Juan Antonio Flores"
"Cruz,Ruben Garcia"
"Kothari,Rahul"
"Galloway,Kevin C"
"Alvarez Icaza Rivera,Rodrigo"
"Arthur,John Vernon"
"Alvarez Sanches,Juan Manuel"
"Katzenberg,Howard Scott"
"Whittemore,Mark L"
"Wolf,Edgard"
"Prieto Gomez,Carolina"
"Neri Badillo,Eduardo Agustin"
"Rodriguez Perfino,Felix"
"Trejo,Jorge Vega"
"Dominguez,Jose Higinio Sanchez"
"Aguilar,Javier Pena"
"Galvan,Raul Santillan"
"del Carmen Erana Ahumada,Elisa"
"Sun,Yongjian"
"Samuelson,Laurence S"
"Mancebo del Castillo Pagola,Fausto F"
"Gelbard,Georges"
"Palomeque,Jorge"
"Essayem,Nadine"
"Figueras,Francois"
"Loridant,Stephane"
"Feche,Cyril"
"Garcia Zamora,Maricela"
"Kniajanski,Sergei"
"Garcia Ramirez,Marcela"
"Cadenas Pliego,Gregorio"
"Arroyo,Jaime Mimila"
"Flores Zuniga,Juan Antonio"
"Garcia,Alfonso Izquierdo"
"Turconi,Gustavo Lopez"
"Fukui,Toshihiko"
"Templeman,Cynthia G"
"Baghdachi,Jamil"
"Hernandez,Heidi Rosalia Perez"
"Mireles,Eduardo Torres"
"Goitia,Jorge"
"Dang,Peter M"
"De La Cruz,Juan"
"Watanabe,Masaya"
"Aguilr Faisal,Jose  Leopoldo"
"Wong Ramirez,Carlos"
"Lara Uc,Monica"
"Ibanez Hernandez,Miguel Angel"
"Razo,Victor Hugo Miranda"
"Cruz,Marco Antonio Solis"
"Karlow,James P"
"Wiggins,Nicole"
"Maripudi,Vivekananda"
"Aguilar,Benjamin"
"Pilchowski,John"
"Cox,William B"
"Perez,Jaime Fermin"
"Scaff,Andre V"
"Casares,Crisoforo Peralta"
"Paz Briz,Fernando Roberto"
"Paz Alcazar,Fernando Roberto"
"Vega Rangel,Roxana"
"Fregoso Infante,Arturo Guadalupe"
"Figueroa Gomez Crespo,Maricruz"
"Willig,Michael"
"Pfeiffer,Frank"
"Maier,Stefan"
"Braithwaite,Alex"
"Guzman Lopez,Miguel A"
"Burke,David W"
"Garcia Azcue,Armando Carlos"
"Jakubzick,Marcelo"
"Gutierrez,Juan"
"Miller,Melvin C"
"Cruz Barba,Luis Emilio"
"Denes,Ferencz S"
"Lagally,Max G"
"Manolache,Sorin"
"Kiyama Rodriguez,Miguel Angel"
"Cornejo,Adrian G"
"Cruz,Roberto"
"Lange,Richard J"
"Murillo Marquez,Jose Carlos"
"Garay,Gerardo Rodriguez"
"Yasui,Nobuto"
"Bhatia,Charanjit S"
"Tabib,Jila"
"Flint,Eric W"
"Alvarez Serrano,Esteban Arturo"
"Millan Sanchez,Horman Armando"
"Castaneda,Heriberto Corrales"
"Chudzik,Stan"
"Hartsfield,Christin"
"Garland,Tylor"
"Burgess,Patrick"
"Rauda,Aldis"
"Paul,Mark Albert"
"Franco,Enrique"
"Charlier,Gerard"
"Pozgay,David"
"Higashi,Erick"
"De La Reza,Alvaro Gino"
"Ziegler,Markus"
"Elizondo,Rafael Guillemo Ramos"
"Martin,Douglas William"
"Munoz,Jose Elias Pinto"
"Urbina Moriel,Jesus Angel"
"Sanchez,Elizabeth Marie"
"Castillo,Arthur G"
"Ramon,Carlos Lobato"
"Klein,Michel"
"Schoolnik,Gary"
"Hone,David"
"Sadoff,Jerald C"
"Flores Valdez,Mario Alberto"
"Arellano Mendoza,Ivonne"
"Mendoza,Ivonne Arellano"
"Garcia de Alba Garcin,Sergio"
"Pampin,Remi"
"Lobert,Pierre Emmannuel"
"Flandre,Denis"
"Remacle,Jose"
"Bourgeois,David"
"Urdiales Gonzalez,Jose Arturo"
"Staber,Harley J"
"Vardon,Francois"
"Islas,Luis"
"Gutierrez,Blas"
"Trejo,Felipe"
"Minero,Victor Manuel"
"Hernandez,Eduardo"
"Brainard,Scott"
"Hussein,Haythem"
"Lorente Adame,Jose Luis"
"Truex,Buehl E"
"Brendel,Richard L"
"Stevenson,Robert A"
"Williams,Christopher Michael"
"Johnson,Robert Shawn"
"Dabney,Warren S"
"Frysz,Christine A"
"Robledo,Emilio"
"Doll,Daniel James"
"Acuna,Antonio"
"Robertson,Jason Michael"
"Vonnegut,Carl H"
"Pugh,Neal"
"Lopez,Oscar"
"Rybalnik,Aleksey"
"Meaney,Todd M"
"Karlsson,Per I"
"Alonso Martinez,Fernando"
"Rana,Mohan Singh"
"Maity,Samir Kumar"
"Delattre,Michel"
"Bishop,Nyle"
"Grondin,Pierre"
"Barrientos Y Mata,Ernesto"
"Barrientos,Ernesto D"
"Castillejos,David"
"Floress,Jose Luis Gutierres"
"Aragon,Gabriel Arthuro Carpio"
"Park,John Y"
"Baltierra,Benjamin"
"Snider,Tommy"
"Minke,David"
"Montero Orozco,Sergio Octavio"
"Moreno Cureno,Diego Javier"
"Perez Moreno,Victor"
"Lopez,Moises"
"Gonzalez,Alejandro Sanchez"
"Escalante,Hector Abraham Cisneros"
"Bhandiwad,Manoj Venkatesh"
"Maguire,Andrew P"
"Platt,James Winston"
"Johnson,David C"
"Seeds,Harold W"
"Myers,Chane E"
"Fernandez,Marcos"
"Mizrahi,Simon Sacal"
"Villalobos,Gilberto Sanchez"
"Mayen,Maria Guadalupe Ruiz"
"Luu,Victor V"
"Truong,Khoa Pham Dang"
"Trinh,Thieu Nguyen"
"Poreda,John"
"Dinh,Luan Thien"
"Nguyen,Phong Van"
"Herrera De La Luz,Berenice"
"Chapela Castanares,Victor Manuel"
"Percino Zacarias,Maria Judith"
"Lugo,Nicolas R"
"Gerhan,Ronald E"
"Lehr,Dave A"
"Hernandez Bello,Romel"
"Liu,Mingyuan"
"Wu,Xiuping"
"Boireau,Pascal"
"Fu,Baoquan"
"Le Rhun,Danielle"
"Bahuon,Celine"
"Le Guerhier,Franck"
"Vallee,Isabelle"
"Basch,Susan E"
"Perez Araujo,Sergio R"
"Nguyen,Andrew M"
"Dunford,Adam A"
"Huizar Rodriguez,Francisco R"
"Vallarta Santos,Gabriel A"
"Hoffhaus,Karsten"
"Kazmeier,Gunther"
"Bello,Jorge"
"Izquierdo Garcia,Alfonso"
"Colleluori,Dionino"
"Cumino,Guiseppe"
"Tivelli,Marco Mario"
"Schino,Andrea Di"
"Anelli,Ettore"
"Carmona,Hector Manuel Quintanilla"
"Bunk,David M"
"Long,Stephen E"
"Arce Osuna,Mariana"
"Palma,Benito Anton"
"Gelman,Philippe Leff"
"Balcazar,Jesus Ortiz"
"Chavez,Leonel Garcia"
"Arana,Gabriel Ruelas"
"Jimenez,Oscar"
"Santoyo,Jose Arturo Lona"
"Botello,Roberto Cabrera"
"Mizrahi Shapiro,Eduardo Nuri"
"Gonzalez,Gustavo Rebora"
"Valencia,Jose"
"Teran Matus,Jose Adalberto"
"Ramos Elizondo,Rafael Guillermo"
"Fuentevilla,Roberto Carrillo"
"Gonzalez,Juan L"
"Rush,David John"
"De La Pena,Oscar"
"Quintana,Alejandro A Goebel"
"Johnson,James Ryan"
"Martinez Gomez,Alvaro de Jesus"
"Heaven,Michael"
"Flores,Laura"
"Kopf,Bruce A"
"Nurre,Joseph M"
"Schreiner,Jeff"
"Krondorfer,Harald"
"Brown,Deborah"
"Gonzalez,Arturo"
"Ren,Charlie"
"Truesdale,Tim"
"Feldman,Martin"
"Stevens,James B"
"Ruiz Esquvel,Leonardos"
"Flores Verdad,Guillermo Espinosa"
"Guzman,Arturo S Scotto"
"Cadena Pliego,Gregorio"
"Geiger,Gregory"
"Harris,K Arlan"
"Johnson,Brian"
"Murillo,Enrique Villasenor"
"Sandoval,Francisco"
"Del Toro,Efrain Sandoval"
"He,Halfeng"
"Pacheco,Antonio"
"Garcia,Anamaria"
"Torres,Diego"
"Dahanukar,Vilas Hareshwar"
"Ferrino,Sergio"
"Viaje,Aurora Villegas"
"Morris,Arvia E"
"Pineda,Erika"
"Cuandon,Maria A"
"Paladin,Vaughn"
"Arteaga,Hector A"
"Chiou,Michael K"
"Larab,Bassam A"
"Solis,Osvaldo F"
"Horton,Ryan C"
"Riojas,Guillermo E"
"Hartsfield,Christian"
"Rauda,Aldias"
"Garland,Tyler"
"D' Acosta Ruiz,Jose Mauricio"
"Rojas Gutierrez,Miguel Angel"
"Luna Peralta,Jose Alejandro"
"Souther,Ron"
"Grady,Wayne Ray"
"Palomino,Jesus"
"Smith,Alistair Jeffrey"
"Granados Trejo,Maria del Pilar"
"Cornejo Cruz,Juan Manuel"
"Stephens,Christoper R"
"Nieto,Ismael Palacios"
"Romero,Raul Escareno"
"Remus,Rodrigo Ruizpalacios"
"Longhino,Werner"
"Mudra,Thomas"
"Mitze,Andreas"
"Hernandez Cisneros,Rolando Rafael"
"Ruiz Esparza Flores,Eduardo"
"Silvester,John"
"Andrade,Leopoldo Zarate"
"Radhakrishnan,Gopinath"
"Hardee,Fred"
"Carrillo,Marco"
"Nelson,Cherilyn N"
"Campos,Jorge"
"Alagon Cano,Alejandro"
"Mancilla Nava,Rita Guadalupe"
"Garcia Ubbelohde,Walter J"
"Castillo,Octavio Lugo"
"Rodriguez,Ignacio Dapic"
"Faik,Salaheddine"
"Gomez Bock,Ernesto Kim"
"De Cook,Steve A"
"Siebels,Randy L"
"Cavazos,Marcel Montemayor"
"De Geus,Brent W"
"Correa Delgado,Hector Luis"
"Gonzalez,Eduardo Esperon"
"Gladding,Patrick A"
"Webster,Mark W I"
"Gunes,Arzu"
"Dahl,Marja Liisa"
"Garay Rodriguez,Benjamin"
"Urbina Lopez,Dionicio"
"Rodriguez Dominguez,Jose Manuel"
"Matsuda,Yoshinari"
"Ruiz,Rogelio"
"Duenas,Benjamin"
"Morales,Rodrigo"
"Gonzalez,Patricio Miguel O Farrill"
"Segovia,Eduardo"
"Salinas,I Edward"
"Liu,Mingjiao"
"Salih,Ali"
"Robb,Francine Y"
"Stephens,Christopher"
"Ramirez Wleschuver,Ulises"
"Liu,Jun"
"Monsalvo,Rodolfo"
"Azevedo,John"
"Lamarre,Alain"
"Alvarez,Benito"
"Aksay,Ilhan A"
"Prud'homme,Robert K"
"Herrera Alonso,Margarita"
"De La Garza,Victor"
"Moya,John"
"Saenz,David"
"Garzon,Jose"
"Decanini,Eduardo"
"Segovia Cantu,Eduardo"
"Brandenburg,Jacquelyn S"
"Alvarez,Omar Rangel"
"Wallens,Celso Olmedo Bejarano"
"Tello,Roberto Cayetano Guzman"
"Sharma,Debendra Das"
"Rubio,Mario A"
"Singhal,Abhishek"
"Avelar,Enrique"
"Cheung,Dason"
"Lopez,Omar Garcia"
"Sotelo,Simon Medina"
"Caputo,Scott A"
"Cuddy,Ryan W"
"Kniesteadt,Carl V"
"Fuller,Benjamin M"
"Decasa, JR,Rogelio"
"Weiss,Alan"
"Ortega Garcia,Beatriz"
"Roman Aguirre,Manuel"
"Aguilar Elguezabal,Alfredo"
"Camacho Villarello,Gustavo Vicente"
"Salazar,Efrain"
"Salazar,Carlos"
"Vasquez,Cesar Laurentino Martinez"
"Galluccio,Gregory"
"Tufano,Anthony"
"Schapira,Francisco"
"Fajardo Eslaba,Bernardo"
"Flores,Emigdio Z"
"Flores,Juan F"
"Ramirez,Mario"
"Zuniga,Eduardo"
"Buenabad Chavez,Jorge"
"Yellin,Daniel"
"Burns,Thomas K"
"Salas,Francisco"
"Croasmun,Dale A"
"McNeil,Richard G"
"Burks,Stephen"
"Gamboa,Rogelio R"
"Bladon,K Joanne"
"Toledo Gonzalez,Armando Esau"
"Ruelas,Gabriel A"
"Yantis,John Adam"
"Picon Nunez,Gerardo"
"Teichman,Neil Alan"
"Peters,Jason"
"Villarreal,Carlos Aaron"
"Galvan Nanez,Julia"
"Bouhanna,Greg"
"Vaillant,Charles"
"Steuss,Andreas"
"Garcia,Eduardo"
"Matthews,Dan R"
"Ahumada,Ignacio Marin"
"Velazquez,Alan Federico Camacho"
"Velarde,Victor Gerardo Cabal"
"Fernandez,Carlos Espinosa de los Monteros"
"Montemayor,Jose  Daniel Barocio"
"Roche del Ayala,Gabriela"
"Garcia Espinosa,Alberto"
"Cervantes,Francisco J"
"Razo Flores,Elias"
"Rangel Mendez,Jose Rene"
"Moreno Reynosa,Maria Antonieta"
"Hirsa,Amir H"
"De Stefano,Robert A"
"Quezada,Juan M"
"Kirchhoff,Robert F"
"BURGOS,Jose"
"Mehta,Gagan"
"Basilio,Rafael Celaya"
"Fernandez,Jorge Fermin Gianola"
"Luege Mateos,Fernando"
"Chavez Zapata,Cesar Antonio"
"Peregrina Gomez,Jose Trinidad"
"Duarte Villa,Eduardo"
"Mierswa,Sven"
"Plascencia Mora,Hector"
"Pacheco Santamaria,Jose Sergio"
"Salas Segoviano,Roberto Carlos"
"Martinez Castro,Juan Gerardo"
"Aguilera Gomez,Eduardo"
"Martinez,Alejandro Leon"
"Ojeda Castaneda,Jorge"
"Torres Cisneros,Miguel"
"Moro,Carlos Villarreal"
"McAfee,Michael A"
"Perez,Noel"
"Hagedorn Maillard,Jurgen C"
"Chavez Luna,Enrique"
"Bravo De La Parra,Alejandra"
"Guerra,Cesar Augusto Rivas"
"Doring,Alejandro"
"Camacho,Raul Rodriguez"
"Martinez,Leonel Yanez"
"Hernandez Mireles,Tanhia Denys"
"Duarte Vazquez,Miguel Angel"
"De La Cruz Cordero,Ricardo Abraham"
"Loria,Jorge Luis Rosado"
"Garcia,Juan"
"Lopez,Manuel"
"Gonzalez,Juan Miguel"
"Mariano,Elmer"
"Doyle,Matthew"
"Lozada Pazzi,Jorge A"
"Odom,Kevin"
"Xu,Zheng Rong"
"Chavez Rico,Ruben Israel"
"Ortiz Vela,Alma"
"Leal Mendieta,Angelica"
"Lammert,Matthias"
"De la Luz Hernandez Sanchez,Maria"
"Embarcadero Dominguez,Carlos Eloy"
"Toledo,Pablo Diaz"
"Franco,Raul Salazar"
"Bailon Cisneros,Laura Elizabeth"
"Martinez,Alfonso Gutierrez"
"Ayala,Vicente Humberto Aldape"
"Guajardo,Ricardo Alejandro Lopez"
"Hussein,Haytham"
"Adame,Jose L"
"Gonzalez de Candamo,Juan Carlos Sepulveda"
"Mares Urrutia,Jose Andres"
"Cordero Torres,Raul Armando"
"Daemmgen,Juergen"
"Gottfried,Carlos"
"Gutierrez Novelo,Manuel Rafael"
"Bosques Padilla,Francisco Javier"
"Garza Gonzalez,Elvira"
"Moreno Campana,Victor Manuel"
"Campbell, IV,James H"
"Hinojosa,Jorge"
"Begur,Chidanand"
"Ritchie,Sheena Leigh"
"Thomas,Heather Ann"
"Yabur,Pedro"
"Perez Hinojosa,Ulises Eladio"
"Cuevas,Francisco Villanueva"
"Parga,Edgar Mauricio Cadena"
"Marin,Gustavo"
"Fernandes,Luiz C V"
"Washam,Roy Marshall"
"Dumaine,Hector Gabriel"
"Fretwell,Mitchell Dean"
"Sandefur,Earl Dean"
"Garcia,Marco"
"Sireno,Gerardo Puente"
"Valdez,Martin"
"Actis,Fernando Augusto"
"Gutierrez Martinez,Alfonso"
"Salazar Franco,Raul"
"Diaz Toledo,Pablo"
"Alcocer Ochoa,Alberto"
"Tinsley,Keith R"
"Perez,Jesus"
"Luciano,William A"
"Breuer,Hans Peter"
"Garcia Cardona,Roberto Carlos"
"Dobrow,Robert Hugh"
"Loa Almaguer,Alonso"
"Haros Hernandez,Alfredo"
"Leal Morales,Antonio"
"Mendoza Alvarado,Hector Eloy"
"Cortes Roque,Miguel Omar"
"Leconte,Jean Gerard"
"Dayal,Umeshwar"
"Castellanos,Maria G"
"Durazo,Miguel"
"Cuellar Bernal,Ricardo Osvaldo"
"Hassett,Dayne B"
"Hernandez,Raul A"
"Pinsenschaum,Ryan T"
"Luna,Ever E"
"Abraham,Brian"
"Fink,Michael F"
"Weston,Douglas S"
"Amaya,Damian"
"Berlanga Zamarron,Rodrigo"
"Cortes Ramirez,Jorge Armando"
"de la Garza Giacoman,Rogelio"
"Valdes Nakamura,Ruth Oseki"
"Faraon Chaul Huerta,Adma Elena"
"Rego Garcia De Alba,Luis Felipe"
"Cueto Garcia,Jorge"
"Hidalgo Rodrigo,Emilio"
"Speake,Clive C"
"Arellano,Fabian Erasmo Pena"
"Copland,Timothy P"
"Aston,Stuart M"
"Sanchez,Felipe J"
"Meinberg,Todd A"
"Wright,Daniel R"
"Ratliff,Paul G"
"Wyse Pester,Dawn Y"
"Kliewer,Bryan A"
"Sandbrink,Joseph J"
"Kravzov Jinich,Jaime"
"Altagracia Martinez,Marina"
"Nader Kawachi,Juan"
"Rios Castaneda,Luis Camilo"
"Rose,Herbert"
"Ojeda,Antonio Vidaurri"
"Fritz,Peter James"
"Tao,Li"
"Medina,Raul"
"Wan,Xinjun"
"Song,Guiju"
"Quek,Shu Ching"
"Herrera Martinez,Jose Luis"
"Marlett,Brian"
"Carrera Manjarrez,Mauricio"
"Kachouh,Patricia"
"Amado Hidalgo,Luis Ruben"
"HERNANDEZ ROJO,Marco Antonio"
"Diaz Jimenez,Saul"
"VanGordon,Todd"
"Bouzas,Camilo"
"Brena,Martin Ortega"
"Soto,Leonardo Urbiola"
"Salinas,Alfonso Thompson"
"Garcia De Alba,Luis Felipe Rego"
"Orozco Vazquez,Jose Alejandro"
"Lopez Juarez,Antonio"
"Camarillo Fernandez,Oscar Tomas"
"Strause,Kevin L"
"Rodriguez,Diana"
"Dagley,Mark R"
"Aldaya Garde,Ivan Aritz"
"Castanon Avila,Gerardo Antonio"
"Lopez Macias,Constantino Ill Roberto"
"Litle,Darren"
"Thomassiny Villaurrutia,Eric"
"Ortiz Niembro,Jose Antonio"
"Silberman,Roberto Pablo Stock"
"Rodriguez,Alejandro Olvera"
"Cano,Alejandro Alagon"
"Cerrillo,Blanca Margarita Ramos"
"Sanchez Lopez,Rosana"
"Cruz Serrano,Jo?e Antonio"
"Morelli,Roberto"
"GuilleminFranco,Gustavo Miguel"
"Tague,Joel"
"Huffman,John W"
"Magdaleno,Jamie"
"Jones,William"
"Zamarripa,Miguel"
"Broaddus,Mark William"
"Harris,Gary"
"Garcia,Alberto F"
"Johnson,Kirk"
"Silva Rubio,Miguel Angel"
"Ferrusca Ceja,Mauricio Enrique"
"Ibarra Martinez,Abril"
"Lujan Regalado,Irene"
"Alvarez Contreras,Lorena"
"Rosique,Gregorio Jose De Haene"
"Campana,Victor Manuel Moreno"
"Urueta,Carlos Lopez"
"Castillo,Cesar Dalmacio Mora"
"Vega,Alicia Espeleta"
"Lopez Sanchez,Maria Isabel"
"Cruz Olmos,Enrique"
"van Nuland,Henricus Servatius Fransiscus"
"Crisalle,Oscar D"
"Peek,Christopher S"
"Gonzalez,Ricardo Gomez"
"Nunez Vargas,Mariano"
"Osterhout,Neal"
"She,Yimin"
"Balakrishnan,Prasath"
"Murillo,Jania A"
"de los Santos Campos,Cesar Alejandro"
"Valderrabano,Victoria A"
"Laborde,Maximiliano Gaston"
"Webb,Garry F"
"Villanueva,Victor Manuel Palacios"
"Clark,Brian"
"Dolman,Lee"
"McCullagh,John A"
"Jeffryes,Benjamin Peter"
"Arzola Paniagua,Angelica"
"Hernandez Ramirez,Luisa"
"Garcia Salgado Lopez,Raul E"
"Poot Lopez,Fernando"
"Kumar,Ashavani"
"Terrones Maldonado,Mauricio"
"Ajayan,Pulickel M"
"Gullapalli,Hemtej"
