NOMBRE DEL INVESTIGADOR,NOMBRE DEL INVESTIGADOR PATENTE,SIMILARITY,ES_MISMA_PERSONA,DETALLES,UBICACION_DATAF,UBICACION_INVENTOR,AÑO_PATENTE,PERIODOS_VALIDOS
"MONDRAGON VASQUEZ,KARINA","MONDRAGON VASQUEZ,KARINA",100,True,Fecha [patente 2019] válida en: 2018-2020,"MORELOS,MEXICO","CUERNAVACA,MX",2019,2018-2020
"MONTESINOS GOMEZ,ROSA DEL CARMEN","MONTESINOS GOMEZ,ROSA DEL CARMEN",100,True,Sin coincidencias,"SIN INSTITUCION DE ADSCRIPCION,SIN INSTITUCION DE ADSCRIPCION","MEXICO CITY,MX",2016,
"MONTIEL SANCHEZ,LUISA ELENA","MONTIEL SANCHEZ,LUISA ELENA",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2018,
"MONTOYA DE LA FUENTE,J. ASCENCION","MONTOYA DE LA FUENTE,J ASCENCION",9.782.608.695.652.170,True,Similitud Nombre (100%),,,,
"MONTOYA DE LA FUENTE,J. ASCENCION","MONTOYA DE LA FUENTE,J ASCENSION",9.347.826.086.956.520,True,Similitud Nombre (97%),,,,
"MORA VALLEJO,RODOLFO JUVENTINO","MORA VALLEJO,RODOLFO JUVENTINO",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2008,
"MORALES CORONA,JUAN","MORALES CORONA,JUAN",100,True,Fecha [patente 2013] válida en: 2010-2013,"CIUDAD DE MEXICO,MEXICO","XICO,MX",2013,2010-2013
"MORALES GUADARRAMA,JUAN CARLOS AXAYACATL","MORALES GUADARRAMA,JUAN CARLOS AXAYACATL",100,True,Sin coincidencias,"SIN INSTITUCION DE ADSCRIPCION,SIN INSTITUCION DE ADSCRIPCION","XICO,MX",2013,
"MORALES REYES,ALICIA","MORALES REYES,ALICIA",100,True,Similitud Nombre (100%),,,,
"MORALES ROJAS,HUGO","MORALES ROJAS,HUGO",100,True,Fecha [patente 2019] válida en: 2017-2020,"MORELOS,MEXICO","CUERNAVACA,MX",2019,2017-2020
"MORALES VILLAGRAN,ALBERTO","MORALES VILLAGRAN,ALBERTO",100,True,Fecha [patente 2018] válida en: 2016-2019,"JALISCO,MEXICO","ZAPOPAN,MX",2018,2016-2019
"MORALES WONG,FERNANDO","MORALES,FERNANDO L",8.128.654.970.760.230,True,Similitud Nombre (94%),,,,
"MORALES LEAL,FRANCISCO JOSE","MORALES,FRANCISCO J",8.084.210.526.315.780,True,Similitud Nombre (94%),,,,
"MORALES RIVAS,JESUS","MORALES,JESUS R",7.666.666.666.666.660,True,Similitud Nombre (93%),,,,
"MORALES ACEVEDO,JOSE ADRIAN","MORALES,JOSE ADRIAN PAEZ",7.255.892.255.892.250,True,Fecha [patente 2013] válida en: 2011-2015,"CIUDAD DE MEXICO,MEXICO","LEON,MX",2013,2011-2015
"MORALES TLALPAN,VERONICA","MORALES,VERONICA",8.181.818.181.818.180,True,Fecha [patente 2003] válida en: 2002-2005,"QUERETARO,MEXICO","LA Y GRIEGA,MX",2003,2002-2005
"MORAN PINEDA,FLORENCIA MARINA","MORAN PINEDA,FLORENCIA MARINA",100,True,Fecha [patente 2018] válida en: 2015-2019,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2018,2015-2019
"MORENO BLAS,DANIEL","MORENO,DANIEL J",7.815.126.050.420.160,True,Similitud Nombre (93%),,,,
"MORENO RAZO,JOSE ANTONIO","MORENO,JOSE ANTONIO",8.529.411.764.705.880,True,Fecha [patente 2018] válida en: 2015-2018,"CIUDAD DE MEXICO,MEXICO","GUAYMAS,MX",2018,2015-2018
"MORONES RAMIREZ,JOSE RUBEN","MORONES RAMIREZ,J RUBEN",9.117.647.058.823.520,True,Similitud Nombre (95%),,,,
"MOUSATOV,ALEKSANDR","MOUSATOV,ALEKSANDR",100,True,Fecha [patente 2017] válida en: 2017-2021,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2017,2017-2021
"MUNOZ ARROYO,JOSE ANTONIO","MUNOZ ARROYO,JOSE ANTONIO",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2022,
"MUNOZ MOYA,JOSE ANTONIO DOMINGO","MUNOZ MOYA,JOSE ANTONIO D",9.117.647.058.823.520,True,Similitud Nombre (96%),,,,
"MURILLO LICEA,DANIEL","MURILLO,DANIEL",85,True,Fecha [patente 2018] válida en: 2017-2020,"MORELOS,MEXICO","MEXICALI,MX",2018,2017-2020
"MURRIETA GUEVARA,FLORENTINO RAFAEL","MURRIETA GUEVARA,FLORENTINO RAFAEL",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2018,
"NAGAMEDIANOVA,ZOULFIA","NAGAMEDIANOVA,ZOULFIA",100,True,Sin coincidencias,"NUEVO LEON,MEXICO","SAN PEDRO GARZA GARCIA,MX",2020,
"NAKAMURA LABASTIDA,EDGAR KIYOSHI","NAKAMURA LABASTIDA,EDGAR KIYOSHI",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2017,
"NAVA DOMINGUEZ,PORFIRIO","NAVA DOMINGUEZ,PORFIRIO",100,True,Similitud Nombre (100%),,,,
"NAVA LARA,MARIA DEL ROCIO","NAVA LARA,MARIA DEL ROCIO",100,True,Fecha [patente 2019] válida en: 2018-2021,"MORELOS,MEXICO","CUERNAVACA,MX",2019,2018-2021
"NAVARRETE BOLANOS,JUAN","NAVARRETE BOLANOS,JUAN",100,True,"Fecha [patente 2018] válida en: 2016-2032, 2016-2018","CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2018,"2016-2032, 2016-2018"
"NEIRA VELAZQUEZ,MARIA GUADALUPE","NEIRA VELAZQUEZ,MARIA GUADALUPE",100,True,Fecha [patente 2017] válida en: 2017-2020,"COAHUILA DE ZARAGOZA,MEXICO","SALTILLO,MX",2017,2017-2020
"NIETO ALVAREZ,DAVID ARROON","NIETO ALVAREZ,DAVID AARON",9.347.826.086.956.520,True,Fecha [patente 2019] válida en: 2019-2022,"CIUDAD DE MEXICO,MEXICO","XICO,MX",2019,2019-2022
"OCAMPO GARCIA,BLANCA ELI","OCAMPO GARCIA,BLANCA ELI",100,True,Fecha [patente 2021] válida en: 2018-2021,"MEXICO,MEXICO","ESTADO DE MEXICO,MX",2021,2018-2021
"OGURA,TETSUYA","OGURA,TETSUYA",100,True,Sin coincidencias,"JALISCO,MEXICO","JALISCO,MX",2003,
"OJEDA CASTANEDA,JORGE","OJEDA CASTANEDA,JORGE",100,True,Fecha [patente 2012] válida en: 2005-2014,"PUEBLA,MEXICO","GUANAJUATO,MX",2012,2005-2014
"OLAYO GONZALEZ,MARIA GUADALUPE","OLAYO GONZALEZ,MARIA GUADALUPE",100,True,Fecha [patente 2013] válida en: 2010-2013,"MEXICO,MEXICO","XICO,MX",2013,2010-2013
"OLAYO GONZALEZ,ROBERTO","OLAYO GONZALEZ,ROBERTO",100,True,Fecha [patente 2013] válida en: 2010-2014,"CIUDAD DE MEXICO,MEXICO","XICO,MX",2013,2010-2014
"OLGUIN LORA,PATRICIA","OLGUIN LORA,PATRICIA",100,True,Fecha [patente 2019] válida en: 2019-2022,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2019,2019-2022
"OLIVARES LECONA,JOSE ALBERTO","OLIVARES LECONA,JOSE ALBERTO",100,True,Sin coincidencias,"MEXICO,MEXICO","MEXICO CITY,MX",2022,
"OLIVARES XOMETL,CRESCENCIO OCTAVIO","OLIVARES XOMETL,CRESCENCIO OCTAVIO",100,True,Fecha [patente 2019] válida en: 2019-2023,"PUEBLA,MEXICO","MEXICO CITY,MX",2019,2019-2023
"OLVERA RODRIGUEZ,ALEJANDRO","OLVERA RODRIGUEZ,ALEJANDRO",100,True,Fecha [patente 2018] válida en: 2015-2018,"MORELOS,MEXICO","TLALTIZAPAN,MX",2018,2015-2018
"ORDONEZ PALACIOS,JOSE MARIO","ORDONEZ PALACIOS,JOSE MARIO",100,True,Similitud Nombre (100%),,,,
"ORDUNA REYES,ERNESTO","ORDUNA REYES,ERNESTO",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2020,
"ORNELAS DAVILA,OMAR","ORNELAS DAVILA,OMAR",100,True,Sin coincidencias,"PUEBLA,MEXICO","APIZACO,MX",2013,
"ORNELAS GUTIERREZ,CARLOS ELIAS","ORNELAS GUTIERREZ,CARLOS ELIAS",100,True,Sin coincidencias,"CHIHUAHUA,MEXICO","CHIHUAHUA,MX",2014,
"ORRANTIA BORUNDA,ERASMO","ORRANTIA BORUNDA,ERASMO",100,True,Fecha [patente 2014] válida en: 2012-2015,"CHIHUAHUA,MEXICO","CHIHUAHUA,MX",2014,2012-2015
"ORTEGA BORGES,RAUL MARTIN","ORTEGA BORGES,RAUL MARTIN",100,True,"Fecha [patente 2020] válida en: 2019-2023, 2019-2021","QUERETARO,MEXICO","QUERETARO,MX",2020,"2019-2023, 2019-2021"
"ORTEGA GARCIA,BEATRIZ","ORTEGA GARCIA,BEATRIZ",100,True,Sin coincidencias,"NUEVO LEON,MEXICO","CHIHUAHUA,MX",2012,
"ORTEGA GARCIA,FELIPE DE JESUS","ORTEGA GARCIA,FELIPE DE JESUS",100,True,Fecha [patente 2019] válida en: 2018-2020,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2019,2018-2020
"ORTEGA RODRIGUEZ,ALEJANDRO","ORTEGA RODRIGUEZ,ALEJANDRO",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","VILLA DE COS,MX",2019,
"ORTIZ ALEMAN,JOSE CARLOS","ORTIZ ALEMAN,JOSE  CARLOS",9.782.608.695.652.170,True,Fecha [patente 2009] válida en: 2006-2009,"CIUDAD DE MEXICO,MEXICO","CUILAPAM,MX",2009,2006-2009
"OVIEDO ROA,RAUL","OVIEDO ROA,RAUL",100,True,Fecha [patente 2019] válida en: 2018-2021,"CIUDAD DE MEXICO,MEXICO","VILLA DE COS,MX",2019,2018-2021
"PACHECO PACHECO,MARQUIDIA JOSSELINE","PACHECO PACHECO,MARQUIDIA JOSSELINE",100,True,Fecha [patente 2017] válida en: 2015-2018,"MEXICO,MEXICO","TOLUCA,MX",2017,2015-2018
"PACHECO SOTELO,JOEL OSBALDO","PACHECO SOTELO,JOEL OSVALDO",9.583.333.333.333.330,True,Fecha [patente 2017] válida en: 2014-2017,"MEXICO,MEXICO","METEPEC,MX",2017,2014-2017
"PACHECO Y ALCALA,UBALDO SADOTT","PACHECO Y ALCALA,UBALDO SADOTT",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2019,
"PADILLA ALTAMIRA,CESAR","PADILLA,CESAR",8.043.478.260.869.560,True,"Fecha [patente 2021] válida en: 2020-2022, 2020-2024","SIN INSTITUCION DE ADSCRIPCION,SIN INSTITUCION DE ADSCRIPCION","MEXICO CITY,MX",2021,"2020-2022, 2020-2024"
"PALACIOS GONZALEZ,EDUARDO","PALACIOS GONZALEZ,EDUARDO",100,True,Fecha [patente 2015] válida en: 2014-2016,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2015,2014-2016
"PALAFOX RAMOS,JORGE","PALAFOX RAMOS,JORGE",100,True,Similitud Nombre (100%),,,,
"PALOMEQUE SANTIAGO,JORGE FROYLAN","PALOMEQUE SANTIAGO,JORGE FROYLAN",100,True,Fecha [patente 2013] válida en: 2011-2014,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2013,2011-2014
"PANIAGUA CHAVEZ,CARMEN GUADALUPE","PANIAGUA CHAVEZ,CARMEN GUADALUPE",100,True,Fecha [patente 2021] válida en: 2021-2024,"BAJA CALIFORNIA,MEXICO","ENSENADA,MX",2021,2021-2024
"PANIAGUA SOLIS,JORGE FERNANDO","PANIAGUA SOLIS,JORGE FERNANDO",100,True,Sin coincidencias,"MEXICO,MEXICO","MADRID,ES",2021,
"PARDO LOPEZ,LILIANA","PARDO LOPEZ,LILIANA",100,True,Similitud Nombre (100%),,,,
"PARIONA MENDOZA,NICOLAZA","PARIONA MENDOZA,NICOLAZA",100,True,Fecha [patente 2023] válida en: 2023-2027,"VERACRUZ DE IGNACIO DE LA LLAVE,MEXICO","XALAPA,MX",2023,2023-2027
"PARRA SALDIVAR,ROBERTO","PARRA SALDIVAR,ROBERTO",100,True,Similitud Nombre (100%),,,,
"PAZ MICHEL,BRENDA ASTRID","PAZ MICHEL,BRENDA ASTRID",100,True,Fecha [patente 2016] válida en: 2014-2016,"CIUDAD DE MEXICO,MEXICO","BLOOMINGTON,US",2016,2014-2016
"PEDRAZA ESCALONA,MARIA MARTHA","PEDRAZA ESCALONA,MARIA MARTHA",100,True,Fecha [patente 2018] válida en: 2016-2019,"MORELOS,MEXICO","TLALTIZAPAN,MX",2018,2016-2019
"PEDROZA ISLAS,RUTH","PEDROZA ISLAS,RUTH",100,True,Similitud Nombre (100%),,,,
"PENA CABRERA,EDUARDO","PENA CABRERA,EDUARDO",100,True,Similitud Nombre (100%),,,,
"PENA CAMPOS,FERNANDO","PENA CAMPOS,FERNANDO",100,True,Similitud Nombre (100%),,,,
"PENA DUQUE,MARCO ANTONIO","PENA DUQUE,MARCO ANTONIO",100,True,Similitud Nombre (100%),,,,
"PENA PARAS,LAURA","PENA PARAS,LAURA",100,True,Similitud Nombre (100%),,,,
"PERAZA ECHEVERRIA,SANTY","PERAZA ECHEVERRIA,SANTY",100,True,Fecha [patente 2009] válida en: 2009-2011,"YUCATAN,MEXICO","MERIDA,MX",2009,2009-2011
"PERCINO ZACARIAS,MARIA JUDITH","PERCINO ZACARIAS,MARIA JUDITH",100,True,Fecha [patente 2011] válida en: 2008-2012,"PUEBLA,MEXICO","CHOLULA,MX",2011,2008-2012
"PEREIRA SANTANA,ALEJANDRO","PEREIRA SANTANA,ALEJANDRO",100,True,Fecha [patente 2022] válida en: 2020-2022,"SIN INSTITUCION DE ADSCRIPCION,SIN INSTITUCION DE ADSCRIPCION","MERIDA,MX",2022,2020-2022
"PERERA MERCADO,YIBRAN ARGENIS","PERERA MERCADO,YIBRAN ARGENIS",100,True,Sin coincidencias,"COAHUILA DE ZARAGOZA,MEXICO","RAMOS ARIZPE,MX",2017,
"PEREZ GALLARDO,ALFONSO","PEREZ GALLARDO,ALFONSO",100,True,Sin coincidencias,"MICHOACAN DE OCAMPO,MEXICO","TELOLOAPAN,MX",2020,
"PEREZ GONZALEZ,RAUL","PEREZ GONZALEZ,RAUL",100,True,Similitud Nombre (100%),,,,
"PEREZ LUNA,MIGUEL","PEREZ LUNA,MIGUEL",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2021,
"PEREZ MORENO,VICTOR","PEREZ MORENO,VICTOR",100,True,Fecha [patente 2011] válida en: 2010-2013,"CAMPECHE,MEXICO","POZA RICA,MX",2011,2010-2013
"PEREZ PEREZ,GABRIEL","PEREZ PEREZ,GABRIEL",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","BOYEROS,CU",2007,
"PEREZ ROBLES,JUAN FRANCISCO","PEREZ ROBLES,JUAN FRANCISCO",100,True,"Fecha [patente 2018] válida en: 2015-2019, 2018-2020","QUERETARO,MEXICO","QUERETARO,MX",2018,"2015-2019, 2018-2020"
"PEREZ ROMO,PATRICIA","PEREZ ROMO,PATRICIA",100,True,"Fecha [patente 2019] válida en: 2017-2020, 2019-2022","CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2019,"2017-2020, 2019-2022"
"PEREZ SANCHEZ,ALFONSO","PEREZ SANCHEZ,ALFONSO",100,True,Similitud Nombre (100%),,,,
"PEREZ TAPIA,SONIA MAYRA","PEREZ TAPIA,SONIA MAYRA",100,True,Similitud Nombre (100%),,,,
"PEREZ TORRES,ARMANDO","PEREZ TORRES,ARMANDO",100,True,Fecha [patente 2021] válida en: 2020-2023,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2021,2020-2023
"PEREZ TORRES,CLAUDIA ANAHI","PEREZ TORRES,CLAUDIA ANAHI",100,True,Fecha [patente 2023] válida en: 2022-2024,"GUANAJUATO,MEXICO","XALAPA,MX",2023,2022-2024
"PEREZ CRUZ,CLAUDIA","PEREZ,CLAUDIA",8.333.333.333.333.330,True,Fecha [patente 2013] válida en: 2010-2013,"SIN INSTITUCION DE ADSCRIPCION,SIN INSTITUCION DE ADSCRIPCION","EL CONTROL,MX",2013,2010-2013
"PEREZ DIAZ,IVAN","PEREZ,IVAN",8.333.333.333.333.330,True,Fecha [patente 2023] válida en: 2021-2024,"CIUDAD DE MEXICO,MEXICO","QUERETARO,MX",2023,2021-2024
"PEREZ SATO,MARCOS","PEREZ,MARCOS",8.333.333.333.333.330,True,Fecha [patente 2023] válida en: 2022-2024,"PUEBLA,MEXICO","ATIZAPAN DE ZARAGOZA,MX",2023,2022-2024
"PEZZOTTI ROBLETO,FABIO","PEZZOTTI ROBLETO,FABIO",100,True,Sin coincidencias,"MEXICO,MEXICO",NAN,2022,
"PINEDA HERRERA,MARIBEL","PINEDA HERRERA,MARIBEL",100,True,Sin coincidencias,"MEXICO,MEXICO","CHOLUL,MX",2021,
"PIZA RUIZ,PEDRO","PIZA RUIZ,PEDRO",100,True,Sin coincidencias,"CHIHUAHUA,MEXICO","CHIHUAHUA,MX",2020,
"PLASCENCIA MORA,HECTOR","PLASCENCIA MORA,HECTOR",100,True,Fecha [patente 2012] válida en: 2012-2014,"GUANAJUATO,MEXICO","GUANAJUATO,MX",2012,2012-2014
"PLIEGO CARRILLO,ADRIANA CRISTINA","PLIEGO CARRILLO,ADRIANA CRISTINA",100,True,Sin coincidencias,"MEXICO,MEXICO","PUEBLA,MX",2014,
"PONCE PEDRAZA,ARTURO","PONCE PEDRAZA,ARTURO",100,True,Similitud Nombre (100%),,,,
"PONCE CRUZ,PEDRO","PONCE,PEDRO R",75,True,Similitud Nombre (92%),,,,
"PONS JIMENEZ,MIRNA","PONS JIMENEZ,MIRNA",100,True,Fecha [patente 2019] válida en: 2019-2021,"TABASCO,MEXICO","XICO,MX",2019,2019-2021
"PORTALES MARTINEZ,BENJAMIN","PORTALES MARTINEZ,BENJAMIN",100,True,Fecha [patente 2023] válida en: 2021-2024,"TABASCO,MEXICO","MEXICO CITY,MX",2023,2021-2024
"POSSANI POSTAY,LOURIVAL DOMINGOS","POSSANI POSTAY,LOURIVAL DOMINGOS",100,True,"Fecha [patente 2008] válida en: 1995-2099, 2003-2099, 2003-2012","MORELOS,MEXICO","CUERNAVACA,MX",2008,"1995-2099, 2003-2099, 2003-2012"
"QUEJ AKE,LUIS MANUEL","QUEJ AKE,LUIS MANUEL",100,True,Fecha [patente 2018] válida en: 2016-2018,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2018,2016-2018
"QUEZADA RIVERA,JESUS JOSAFATH","QUEZADA RIVERA,JESUS JOSAFATH",100,True,Sin coincidencias,"DURANGO,MEXICO","MONTERREY,MX",2015,
"QUINTANA SOLORZANO,ROBERTO","QUINTANA SOLORZANO,ROBERTO",100,True,Fecha [patente 2018] válida en: 2015-2018,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2018,2015-2018
"QUINTANAR GUERRERO,DAVID","QUINTANAR,DAVID",8.333.333.333.333.330,True,Fecha [patente 2005] válida en: 2005-2008,"MEXICO,MEXICO","CUAUTITLAN IZCALLI,MX",2005,2005-2008
"QUINTANILLA MARTINEZ,JUAN","QUINTANILLA,JUAN",8.548.387.096.774.190,True,Fecha [patente 2019] válida en: 2006-2020,"CIUDAD DE MEXICO,MEXICO","MONTERREY,MX",2019,2006-2020
"QUIROZ MERCADO,HUGO","QUIROZ MERCADO,HUGO",100,True,Similitud Nombre (100%),,,,
"RAMIREZ AMADOR,SERGIO","RAMIREZ AMADOR,SERGIO",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2018,
"RAMIREZ DE SANTIAGO,MARIO","RAMIREZ DE SANTIAGO,MARIO",100,True,Fecha [patente 2019] válida en: 2017-2020,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2019,2017-2020
"RAMIREZ GARNICA,MARCO ANTONIO","RAMIREZ GARNICA,MARCO ANTONIO",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","COPOYA,MX",2016,
"RAMIREZ PEREZ,JORGE FRANCISCO","RAMIREZ PEREZ,JORGE FRANCISCO",100,True,Fecha [patente 2019] válida en: 2019-2021,"CIUDAD DE MEXICO,MEXICO","COPOYA,MX",2019,2019-2021
"RAMIREZ SABAG,JETZABETH","RAMIREZ SABAG,JETZABETH",100,True,Fecha [patente 2021] válida en: 2017-2021,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2021,2017-2021
"RAMIREZ SALGADO,JOEL","RAMIREZ SALGADO,JOEL",100,True,Fecha [patente 2015] válida en: 2014-2017,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2015,2014-2017
"RAMIREZ SOLIS,JORGE FERNANDO","RAMIREZ SOLIS,JORGE FERNANDO",100,True,Fecha [patente 2018] válida en: 2009-2018,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2018,2009-2018
"RAMIREZ VERDUZCO,LUIS FELIPE","RAMIREZ VERDUZCO,LUIS FELIPE",100,True,Fecha [patente 2020] válida en: 2017-2020,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2020,2017-2020
"RAMIREZ LEPE,MARIO","RAMIREZ,MARIO",8.684.210.526.315.780,True,Fecha [patente 2012] válida en: 2009-2012,"VERACRUZ DE IGNACIO DE LA LLAVE,MEXICO","TIJUANA,MX",2012,2009-2012
"RAMOS MURILLO,MANUEL ANTONIO","RAMOS MURILLO,MANUEL ANTONIO",100,True,Fecha [patente 2020] válida en: 2017-2020,"CHIHUAHUA,MEXICO","LA Y GRIEGA,MX",2020,2017-2020
"RAMOS ORTIZ,GABRIEL","RAMOS ORTIZ,GABRIEL",100,True,Similitud Nombre (100%),,,,
"RANA,MOHAN SINGH","RANA,MOHAN SINGH",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","CUILAPAM,MX",2011,
"RANGEL MENDEZ,JOSE RENE","RANGEL MENDEZ,JOSE RENE",100,True,Similitud Nombre (100%),,,,
"RANGEL HUERTA,JOSE ALEJANDRO","RANGEL,ALEJANDRO",7.070.938.215.102.970,True,Fecha [patente 2021] válida en: 2018-2021,"PUEBLA,MEXICO","VILLA DE COS,MX",2021,2018-2021
"RAYO MAYORAL,PATRICIA","RAYO MAYORAL,PATRICIA",100,True,Fecha [patente 2018] válida en: 2016-2019,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2018,2016-2019
"RAZO FLORES,ELIAS","RAZO FLORES,ELIAS",100,True,Similitud Nombre (100%),,,,
"REYES ESPARZA,JORGE ALBERTO","REYES ESPARZA,JORGE ALBERTO",100,True,Fecha [patente 2016] válida en: 2014-2017,"MORELOS,MEXICO","MEXICO CITY,MX",2016,2014-2017
"REYES MARTINEZ,REYNA","REYES MARTINEZ,REYNA",100,True,Fecha [patente 2018] válida en: 2015-2018,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2018,2015-2018
"REYES TABOADA,JOSE LUIS","REYES TABOADA,JOSE L",90,True,Similitud Nombre (95%),,,,
"REYES VIDAL,MARIA YOLANDA","REYES VIDAL,MARIA YOLANDA",100,True,Fecha [patente 2018] válida en: 2018-2020,"SONORA,MEXICO","HERMOSILLO,MX",2018,2018-2020
"REYES GASGA,JOSE","REYES,JOSE",81.25,True,Fecha [patente 2007] válida en: 2005-2009,"CIUDAD DE MEXICO,MEXICO","MONTERREY,MX",2007,2005-2009
"REYES MURO,LUIS","REYES,LUIS",8.333.333.333.333.330,True,Fecha [patente 2015] válida en: 2012-2015,"AGUASCALIENTES,MEXICO","TIJUANA,MX",2015,2012-2015
"RIANO UMBARILA,LIDIA","RIANO UMBARILA,LIDIA",100,True,Similitud Nombre (100%),,,,
"RIOS CASTANEDA,LUIS CAMILO","RIOS CASTANEDA,LUIS CAMILO",100,True,Similitud Nombre (100%),,,,
"RIOS JARA,DAVID","RIOS JARA,DAVID",100,True,Fecha [patente 2019] válida en: 2015-2024,"CIUDAD DE MEXICO,MEXICO","SAN LUIS POTOSI,MX",2019,2015-2024
"RITO PALOMARES,MARCO ANTONIO","RITO PALOMARES,MARCO ANTONIO",100,True,Fecha [patente 2022] válida en: 2021-2030,"NUEVO LEON,MEXICO","MONTERREY,MX",2022,2021-2030
"RIVAS CACERES,RAYMUNDO RENE","RIVAS CACERES,RAYMUNDO RENE",100,True,Fecha [patente 2014] válida en: 2014-2014,"CHIHUAHUA,MEXICO","CHIHUAHUA,MX",2014,2014-2014
"RIVAS LOPEZ,ARIEL LUIS","RIVAS,ARIEL L",7.242.647.058.823.520,True,Similitud Nombre (92%),,,,
"RIVERA SOLORIO,CARLOS IVAN","RIVERA SOLORIO,CARLOS IVAN",100,True,Fecha [patente 2019] válida en: 2018-2021,"NUEVO LEON,MEXICO","MONTERREY,MX",2019,2018-2021
"RIVERON ROJAS,ANA MARIA","RIVERON ROJAS,ANA MARIA",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","BOYEROS,CU",2007,
"RIVILLAS ACEVEDO,LINA ANDREA","RIVILLAS ACEVEDO,LINA ANDREA",100,True,Fecha [patente 2017] válida en: 2015-2017,"CIUDAD DE MEXICO,MEXICO","SUCHIAPA,MX",2017,2015-2017
"RODRIGUEZ ALCAZAR,JORGE","RODRIGUEZ ALCAZAR,JORGE",100,True,Fecha [patente 2013] válida en: 2006-2015,"MEXICO,MEXICO","TEXCOCO,MX",2013,2006-2015
"RODRIGUEZ DE ANDA,EDUARDO","RODRIGUEZ DE ANDA,EDUARDO",100,True,Fecha [patente 2016] válida en: 2016-2018,"JALISCO,MEXICO","JALISCO,MX",2016,2016-2018
"RODRIGUEZ DOMINGUEZ,JOSE MANUEL","RODRIGUEZ DOMINGUEZ,JOSE MANUEL",100,True,Similitud Nombre (100%),,,,
"RODRIGUEZ FERNANDEZ,OLIVERIO SANTIAGO","RODRIGUEZ FERNANDEZ,OLIVERIO SANTIAGO",100,True,Fecha [patente 2023] válida en: 2022-2026,"COAHUILA DE ZARAGOZA,MEXICO","COAHUILA,MX",2023,2022-2026
"RODRIGUEZ FIGUEROA,JOSE CARLOS","RODRIGUEZ FIGUEROA,JOSE CARLOS",100,True,Fecha [patente 2018] válida en: 2016-2018,"CHIHUAHUA,MEXICO","HERMOSILLO,MX",2018,2016-2018
"RODRIGUEZ GONZALEZ,CLAUDIA ALEJANDRA","RODRIGUEZ GONZALEZ,CLAUDIA ALEJANDRA",100,True,Fecha [patente 2020] válida en: 2017-2020,"CHIHUAHUA,MEXICO","LA Y GRIEGA,MX",2020,2017-2020
"RODRIGUEZ GUADARRAMA,LUIS ANTONIO","RODRIGUEZ GUADARRAMA,LUIS ANTONIO",100,True,Sin coincidencias,"TAMAULIPAS,MEXICO","MADRID,ES",2021,
"RODRIGUEZ LEAL,ERNESTO","RODRIGUEZ LEAL,ERNESTO",100,True,Fecha [patente 2016] válida en: 2016-2018,"NUEVO LEON,MEXICO","MONTERREY,MX",2016,2016-2018
"RODRIGUEZ LELIS,JOSE MARIA","RODRIGUEZ LELIS,JOSE MARIA",100,True,Fecha [patente 2013] válida en: 2010-2013,"MORELOS,MEXICO","TLAXCO,MX",2013,2010-2013
